Int, Cores, Prime (T/F), Time (milliseconds), Comments
9007199254740730,2,0,0,2 is a divisor
9007199254740731,2,0,0,11 is a divisor
9007199254740732,2,0,0,2 is a divisor
9007199254740733,2,0,0,23 is a divisor
9007199254740734,2,0,0,2 is a divisor
9007199254740735,2,0,0,3 is a divisor
9007199254740736,2,0,0,2 is a divisor
9007199254740737,2,0,458,a = 1; r = 1312; phi(r) = 640
9007199254740738,2,0,0,2 is a divisor
9007199254740739,2,0,0,13 is a divisor
9007199254740740,2,0,0,2 is a divisor
9007199254740741,2,0,0,3 is a divisor
9007199254740742,2,0,0,2 is a divisor
9007199254740743,2,0,0,7 is a divisor
9007199254740744,2,0,0,2 is a divisor
9007199254740745,2,0,0,5 is a divisor
9007199254740746,2,0,0,2 is a divisor
9007199254740747,2,0,0,3 is a divisor
9007199254740748,2,0,0,2 is a divisor
9007199254740749,2,0,0,29 is a divisor
9007199254740750,2,0,0,2 is a divisor
9007199254740751,2,0,660,a = 1; r = 1348; phi(r) = 672
9007199254740752,2,0,0,2 is a divisor
9007199254740753,2,0,0,3 is a divisor
9007199254740754,2,0,0,2 is a divisor
9007199254740755,2,0,0,5 is a divisor
9007199254740756,2,0,0,2 is a divisor
9007199254740757,2,0,0,7 is a divisor
9007199254740758,2,0,0,2 is a divisor
9007199254740759,2,0,0,3 is a divisor
9007199254740760,2,0,0,2 is a divisor
9007199254740761,2,1,110237,n/a
9007199254740762,2,0,0,2 is a divisor
9007199254740763,2,0,1092,a = 1; r = 1314; phi(r) = 432
9007199254740764,2,0,0,2 is a divisor
9007199254740765,2,0,0,3 is a divisor
9007199254740766,2,0,0,2 is a divisor
9007199254740767,2,0,0,31 is a divisor
9007199254740768,2,0,1,2 is a divisor
9007199254740769,2,0,1,1087 is a divisor
9007199254740770,2,0,1,2 is a divisor
9007199254740771,2,0,0,3 is a divisor
9007199254740772,2,0,0,2 is a divisor
9007199254740773,2,0,0,17 is a divisor
9007199254740774,2,0,3,2 is a divisor
9007199254740775,2,0,0,5 is a divisor
9007199254740776,2,0,0,2 is a divisor
9007199254740777,2,0,4,3 is a divisor
9007199254740778,2,0,0,2 is a divisor
9007199254740779,2,0,0,23 is a divisor
9007199254740780,2,0,0,2 is a divisor
9007199254740781,2,0,866,a = 1; r = 1331; phi(r) = 1210
9007199254740782,2,0,0,2 is a divisor
9007199254740783,2,0,0,3 is a divisor
9007199254740784,2,0,0,2 is a divisor
9007199254740785,2,0,22,5 is a divisor
9007199254740786,2,0,0,2 is a divisor
9007199254740787,2,0,704,a = 1; r = 1344; phi(r) = 384
9007199254740788,2,0,0,2 is a divisor
9007199254740789,2,0,0,3 is a divisor
9007199254740790,2,0,0,2 is a divisor
9007199254740791,2,0,0,13 is a divisor
9007199254740792,2,0,0,2 is a divisor
9007199254740793,2,0,0,43 is a divisor
9007199254740794,2,0,0,2 is a divisor
9007199254740795,2,0,0,3 is a divisor
9007199254740796,2,0,0,2 is a divisor
9007199254740797,2,0,0,11 is a divisor
9007199254740798,2,0,0,2 is a divisor
9007199254740799,2,0,0,7 is a divisor
9007199254740800,2,0,0,2 is a divisor
9007199254740801,2,0,4,3 is a divisor
9007199254740802,2,0,0,2 is a divisor
9007199254740803,2,0,0,79 is a divisor
9007199254740804,2,0,0,2 is a divisor
9007199254740805,2,0,0,5 is a divisor
9007199254740806,2,0,0,2 is a divisor
9007199254740807,2,0,0,3 is a divisor
9007199254740808,2,0,0,2 is a divisor
9007199254740809,2,0,0,73 is a divisor
9007199254740810,2,0,0,2 is a divisor
9007199254740811,2,0,0,19 is a divisor
9007199254740812,2,0,0,2 is a divisor
9007199254740813,2,0,0,3 is a divisor
9007199254740814,2,0,0,2 is a divisor
9007199254740815,2,0,0,5 is a divisor
9007199254740816,2,0,0,2 is a divisor
9007199254740817,2,0,0,13 is a divisor
9007199254740818,2,0,0,2 is a divisor
9007199254740819,2,0,0,3 is a divisor
9007199254740820,2,0,0,2 is a divisor
9007199254740821,2,0,648,a = 1; r = 1328; phi(r) = 656
9007199254740822,2,0,0,2 is a divisor
9007199254740823,2,0,475,a = 1; r = 1364; phi(r) = 600
9007199254740824,2,0,0,2 is a divisor
9007199254740825,2,0,0,3 is a divisor
9007199254740826,2,0,0,2 is a divisor
9007199254740827,2,0,0,7 is a divisor
9007199254740828,2,0,0,2 is a divisor
9007199254740829,2,0,0,31 is a divisor
9007199254740830,2,0,0,2 is a divisor
9007199254740831,2,0,0,3 is a divisor
9007199254740832,2,0,0,2 is a divisor
9007199254740833,2,0,0,157 is a divisor
9007199254740834,2,0,0,2 is a divisor
9007199254740835,2,0,0,5 is a divisor
9007199254740836,2,0,0,2 is a divisor
9007199254740837,2,0,0,3 is a divisor
9007199254740838,2,0,0,2 is a divisor
9007199254740839,2,0,0,769 is a divisor
9007199254740840,2,0,0,2 is a divisor
9007199254740841,2,0,0,7 is a divisor
9007199254740842,2,0,0,2 is a divisor
9007199254740843,2,0,0,3 is a divisor
9007199254740844,2,0,0,2 is a divisor
9007199254740845,2,0,0,5 is a divisor
9007199254740846,2,0,0,2 is a divisor
9007199254740847,2,1,73440,n/a
9007199254740848,2,0,0,2 is a divisor
9007199254740849,2,0,0,3 is a divisor
9007199254740850,2,0,0,2 is a divisor
9007199254740851,2,0,559,a = 1; r = 1299; phi(r) = 864
9007199254740852,2,0,0,2 is a divisor
9007199254740853,2,0,0,887 is a divisor
9007199254740854,2,0,0,2 is a divisor
9007199254740855,2,0,0,3 is a divisor
9007199254740856,2,0,1,2 is a divisor
9007199254740857,2,0,0,739 is a divisor
9007199254740858,2,0,0,2 is a divisor
9007199254740859,2,0,421,a = 1; r = 1356; phi(r) = 448
9007199254740860,2,0,0,2 is a divisor
9007199254740861,2,0,0,3 is a divisor
9007199254740862,2,0,0,2 is a divisor
9007199254740863,2,0,0,11 is a divisor
9007199254740864,2,0,0,2 is a divisor
9007199254740865,2,0,0,5 is a divisor
9007199254740866,2,0,0,2 is a divisor
9007199254740867,2,0,0,3 is a divisor
9007199254740868,2,0,0,2 is a divisor
9007199254740869,2,0,0,7 is a divisor
9007199254740870,2,0,0,2 is a divisor
9007199254740871,2,0,0,23 is a divisor
9007199254740872,2,0,0,2 is a divisor
9007199254740873,2,0,0,3 is a divisor
9007199254740874,2,0,0,2 is a divisor
9007199254740875,2,0,0,5 is a divisor
9007199254740876,2,0,0,2 is a divisor
9007199254740877,2,0,0,41 is a divisor
9007199254740878,2,0,0,2 is a divisor
9007199254740879,2,0,0,3 is a divisor
9007199254740880,2,0,0,2 is a divisor
9007199254740881,2,1,99805,n/a
9007199254740882,2,0,0,2 is a divisor
9007199254740883,2,0,0,7 is a divisor
9007199254740884,2,0,0,2 is a divisor
9007199254740885,2,0,0,3 is a divisor
9007199254740886,2,0,0,2 is a divisor
9007199254740887,2,0,0,19 is a divisor
9007199254740888,2,0,0,2 is a divisor
9007199254740889,2,0,14,643 is a divisor
9007199254740890,2,0,0,2 is a divisor
9007199254740891,2,0,0,3 is a divisor
9007199254740892,2,0,0,2 is a divisor
9007199254740893,2,0,2,113 is a divisor
9007199254740894,2,0,0,2 is a divisor
9007199254740895,2,0,0,5 is a divisor
9007199254740896,2,0,4,2 is a divisor
9007199254740897,2,0,0,3 is a divisor
9007199254740898,2,0,0,2 is a divisor
9007199254740899,2,0,0,101 is a divisor
9007199254740900,2,0,0,2 is a divisor
9007199254740901,2,0,11,173 is a divisor
9007199254740902,2,0,0,2 is a divisor
9007199254740903,2,0,1,3 is a divisor
9007199254740904,2,0,0,2 is a divisor
9007199254740905,2,0,8,5 is a divisor
9007199254740906,2,0,1,2 is a divisor
9007199254740907,2,0,1,11 is a divisor
9007199254740908,2,0,0,2 is a divisor
9007199254740909,2,0,1,3 is a divisor
9007199254740910,2,0,0,2 is a divisor
9007199254740911,2,0,0,7 is a divisor
9007199254740912,2,0,0,2 is a divisor
9007199254740913,2,0,1,1171 is a divisor
9007199254740914,2,0,3,2 is a divisor
9007199254740915,2,0,0,3 is a divisor
9007199254740916,2,0,0,2 is a divisor
9007199254740917,2,0,0,23 is a divisor
9007199254740918,2,0,0,2 is a divisor
9007199254740919,2,0,0,1109 is a divisor
9007199254740920,2,0,1,2 is a divisor
9007199254740921,2,0,0,3 is a divisor
9007199254740922,2,0,3,2 is a divisor
9007199254740923,2,0,0,29 is a divisor
9007199254740924,2,0,0,2 is a divisor
9007199254740925,2,0,0,5 is a divisor
9007199254740926,2,0,0,2 is a divisor
9007199254740927,2,0,0,3 is a divisor
9007199254740928,2,0,0,2 is a divisor
9007199254740929,2,0,0,11 is a divisor
9007199254740930,2,0,0,2 is a divisor
9007199254740931,2,0,534,a = 1; r = 1322; phi(r) = 660
9007199254740932,2,0,0,2 is a divisor
9007199254740933,2,0,0,3 is a divisor
9007199254740934,2,0,0,2 is a divisor
9007199254740935,2,0,0,5 is a divisor
9007199254740936,2,0,0,2 is a divisor
9007199254740937,2,0,0,37 is a divisor
9007199254740938,2,0,0,2 is a divisor
9007199254740939,2,0,0,3 is a divisor
9007199254740940,2,0,0,2 is a divisor
9007199254740941,2,0,0,61 is a divisor
9007199254740942,2,0,0,2 is a divisor
9007199254740943,2,0,0,17 is a divisor
9007199254740944,2,0,0,2 is a divisor
9007199254740945,2,0,0,3 is a divisor
9007199254740946,2,0,0,2 is a divisor
9007199254740947,2,0,0,13 is a divisor
9007199254740948,2,0,0,2 is a divisor
9007199254740949,2,0,329,a = 1; r = 1337; phi(r) = 1140
9007199254740950,2,0,0,2 is a divisor
9007199254740951,2,0,0,3 is a divisor
9007199254740952,2,0,0,2 is a divisor
9007199254740953,2,0,0,7 is a divisor
9007199254740954,2,0,0,2 is a divisor
9007199254740955,2,0,0,5 is a divisor
9007199254740956,2,0,0,2 is a divisor
9007199254740957,2,0,0,3 is a divisor
9007199254740958,2,0,14,2 is a divisor
9007199254740959,2,0,0,41 is a divisor
9007199254740960,2,0,0,2 is a divisor
9007199254740961,2,0,1,79 is a divisor
9007199254740962,2,0,0,2 is a divisor
9007199254740963,2,0,0,3 is a divisor
9007199254740964,2,0,0,2 is a divisor
9007199254740965,2,0,6,5 is a divisor
9007199254740966,2,0,0,2 is a divisor
9007199254740967,2,0,0,7 is a divisor
9007199254740968,2,0,0,2 is a divisor
9007199254740969,2,0,0,3 is a divisor
9007199254740970,2,0,0,2 is a divisor
9007199254740971,2,0,303,a = 1; r = 1327; phi(r) = 1326
9007199254740972,2,0,0,2 is a divisor
9007199254740973,2,0,2,11 is a divisor
9007199254740974,2,0,0,2 is a divisor
9007199254740975,2,0,0,3 is a divisor
9007199254740976,2,0,0,2 is a divisor
9007199254740977,2,0,0,17 is a divisor
9007199254740978,2,0,0,2 is a divisor
9007199254740979,2,0,0,149 is a divisor
9007199254740980,2,0,0,2 is a divisor
9007199254740981,2,0,0,3 is a divisor
9007199254740982,2,0,0,2 is a divisor
9007199254740983,2,0,0,439 is a divisor
9007199254740984,2,0,0,2 is a divisor
9007199254740985,2,0,0,5 is a divisor
9007199254740986,2,0,0,2 is a divisor
9007199254740987,2,0,0,3 is a divisor
9007199254740988,2,0,0,2 is a divisor
9007199254740989,2,0,440,a = 1; r = 1316; phi(r) = 552
9007199254740990,2,0,0,2 is a divisor
9007199254740991,2,0,432,a = 1; r = 1301; phi(r) = 1300
9007199254740992,2,0,0,9007199254740992 is a perfect power
9007199254740993,2,0,0,3 is a divisor
9007199254740994,2,0,0,2 is a divisor
9007199254740995,2,0,3,5 is a divisor
9007199254740996,2,0,0,2 is a divisor
9007199254740997,2,1,84757,n/a
