Int, Cores, Prime (T/F), Time (milliseconds), Comments
23456771,2,0,0,13 is a divisor
23456772,2,0,0,2 is a divisor
23456773,2,0,0,19 is a divisor
23456774,2,0,0,2 is a divisor
23456775,2,0,0,3 is a divisor
23456776,2,0,0,2 is a divisor
23456777,2,0,27,a = 1; r = 256; phi(r) = 128
23456778,2,0,0,2 is a divisor
23456779,2,0,0,37 is a divisor
23456780,2,0,0,2 is a divisor
23456781,2,0,0,3 is a divisor
23456782,2,0,0,2 is a divisor
23456783,2,0,0,7 is a divisor
23456784,2,0,0,2 is a divisor
23456785,2,0,0,5 is a divisor
23456786,2,0,0,2 is a divisor
23456787,2,0,0,3 is a divisor
23456788,2,0,0,2 is a divisor
23456789,2,1,2006,n/a
