Int, Cores, Prime (T/F), Time (milliseconds), Comments
74,2,0,0,2 is a divisor
75,2,0,0,3 is a divisor
76,2,0,0,2 is a divisor
77,2,0,0,7 is a divisor
78,2,0,0,2 is a divisor
79,2,1,0,n/a
80,2,0,0,2 is a divisor
81,2,0,0,81 is a perfect power
82,2,0,0,2 is a divisor
83,2,1,0,n/a
84,2,0,0,2 is a divisor
85,2,0,0,5 is a divisor
86,2,0,0,2 is a divisor
87,2,0,0,3 is a divisor
88,2,0,0,2 is a divisor
89,2,1,0,n/a
90,2,0,0,2 is a divisor
91,2,0,0,7 is a divisor
92,2,0,0,2 is a divisor
93,2,0,0,3 is a divisor
94,2,0,0,2 is a divisor
95,2,0,0,5 is a divisor
96,2,0,0,2 is a divisor
97,2,1,0,n/a
98,2,0,0,2 is a divisor
99,2,0,0,3 is a divisor
100,2,0,0,100 is a perfect power
101,2,1,0,n/a
102,2,0,0,2 is a divisor
103,2,1,0,n/a
104,2,0,0,2 is a divisor
105,2,0,0,3 is a divisor
106,2,0,0,2 is a divisor
107,2,1,0,n/a
108,2,0,0,2 is a divisor
109,2,1,0,n/a
110,2,0,0,2 is a divisor
111,2,0,0,3 is a divisor
112,2,0,0,2 is a divisor
113,2,1,0,n/a
114,2,0,0,2 is a divisor
115,2,0,0,5 is a divisor
116,2,0,0,2 is a divisor
117,2,0,0,3 is a divisor
118,2,0,0,2 is a divisor
119,2,0,0,7 is a divisor
120,2,0,0,2 is a divisor
121,2,0,0,121 is a perfect power
122,2,0,0,2 is a divisor
123,2,0,0,3 is a divisor
124,2,0,0,2 is a divisor
125,2,0,0,125 is a perfect power
126,2,0,0,2 is a divisor
127,2,1,0,n/a
128,2,0,0,128 is a perfect power
129,2,0,0,3 is a divisor
130,2,0,0,2 is a divisor
131,2,1,0,n/a
132,2,0,0,2 is a divisor
133,2,0,0,7 is a divisor
134,2,0,0,2 is a divisor
135,2,0,0,3 is a divisor
136,2,0,0,2 is a divisor
137,2,1,1,n/a
138,2,0,0,2 is a divisor
139,2,1,0,n/a
140,2,0,0,2 is a divisor
141,2,0,0,3 is a divisor
142,2,0,0,2 is a divisor
143,2,0,0,11 is a divisor
144,2,0,0,144 is a perfect power
145,2,0,0,5 is a divisor
146,2,0,0,2 is a divisor
147,2,0,0,3 is a divisor
148,2,0,0,2 is a divisor
149,2,1,2,n/a
150,2,0,0,2 is a divisor
151,2,1,0,n/a
152,2,0,0,2 is a divisor
153,2,0,0,3 is a divisor
154,2,0,0,2 is a divisor
155,2,0,0,5 is a divisor
156,2,0,0,2 is a divisor
157,2,1,1,n/a
158,2,0,0,2 is a divisor
159,2,0,0,3 is a divisor
160,2,0,0,2 is a divisor
161,2,0,0,7 is a divisor
162,2,0,0,2 is a divisor
163,2,1,2,n/a
164,2,0,0,2 is a divisor
165,2,0,0,3 is a divisor
166,2,0,0,2 is a divisor
167,2,1,1,n/a
168,2,0,0,2 is a divisor
169,2,0,1,169 is a perfect power
170,2,0,0,2 is a divisor
171,2,0,0,3 is a divisor
172,2,0,0,2 is a divisor
173,2,1,3,n/a
174,2,0,0,2 is a divisor
175,2,0,0,5 is a divisor
176,2,0,0,2 is a divisor
177,2,0,0,3 is a divisor
178,2,0,0,2 is a divisor
179,2,1,0,n/a
180,2,0,0,2 is a divisor
181,2,1,0,n/a
182,2,0,0,2 is a divisor
183,2,0,0,3 is a divisor
184,2,0,0,2 is a divisor
185,2,0,0,5 is a divisor
186,2,0,0,2 is a divisor
187,2,0,0,11 is a divisor
188,2,0,0,2 is a divisor
189,2,0,0,3 is a divisor
190,2,0,0,2 is a divisor
191,2,1,1,n/a
192,2,0,0,2 is a divisor
193,2,1,7,n/a
194,2,0,0,2 is a divisor
195,2,0,0,3 is a divisor
196,2,0,0,196 is a perfect power
197,2,1,0,n/a
198,2,0,0,2 is a divisor
199,2,1,1,n/a
200,2,0,0,2 is a divisor
201,2,0,0,3 is a divisor
202,2,0,0,2 is a divisor
203,2,0,0,7 is a divisor
204,2,0,0,2 is a divisor
205,2,0,0,5 is a divisor
206,2,0,0,2 is a divisor
207,2,0,0,3 is a divisor
208,2,0,0,2 is a divisor
209,2,0,0,11 is a divisor
210,2,0,0,2 is a divisor
211,2,1,14,n/a
212,2,0,0,2 is a divisor
213,2,0,0,3 is a divisor
214,2,0,0,2 is a divisor
215,2,0,0,5 is a divisor
216,2,0,0,216 is a perfect power
217,2,0,0,7 is a divisor
218,2,0,0,2 is a divisor
219,2,0,0,3 is a divisor
220,2,0,0,2 is a divisor
221,2,0,0,13 is a divisor
222,2,0,0,2 is a divisor
223,2,1,5,n/a
224,2,0,0,2 is a divisor
225,2,0,0,225 is a perfect power
226,2,0,0,2 is a divisor
227,2,1,0,n/a
228,2,0,0,2 is a divisor
229,2,1,0,n/a
230,2,0,0,2 is a divisor
231,2,0,0,3 is a divisor
232,2,0,0,2 is a divisor
233,2,1,0,n/a
234,2,0,0,2 is a divisor
235,2,0,0,5 is a divisor
236,2,0,0,2 is a divisor
237,2,0,0,3 is a divisor
238,2,0,0,2 is a divisor
239,2,1,0,n/a
240,2,0,0,2 is a divisor
241,2,1,0,n/a
242,2,0,0,2 is a divisor
243,2,0,0,243 is a perfect power
244,2,0,0,2 is a divisor
245,2,0,0,5 is a divisor
246,2,0,0,2 is a divisor
247,2,0,0,13 is a divisor
248,2,0,0,2 is a divisor
249,2,0,0,3 is a divisor
250,2,0,0,2 is a divisor
251,2,1,0,n/a
252,2,0,0,2 is a divisor
253,2,0,0,11 is a divisor
254,2,0,0,2 is a divisor
255,2,0,0,3 is a divisor
256,2,0,0,256 is a perfect power
257,2,1,1,n/a
258,2,0,0,2 is a divisor
259,2,0,0,7 is a divisor
260,2,0,0,2 is a divisor
261,2,0,0,3 is a divisor
262,2,0,0,2 is a divisor
263,2,1,0,n/a
264,2,0,0,2 is a divisor
265,2,0,0,5 is a divisor
266,2,0,0,2 is a divisor
267,2,0,0,3 is a divisor
268,2,0,0,2 is a divisor
269,2,1,1,n/a
270,2,0,0,2 is a divisor
271,2,1,16,n/a
272,2,0,0,2 is a divisor
273,2,0,0,3 is a divisor
274,2,0,0,2 is a divisor
275,2,0,0,5 is a divisor
276,2,0,0,2 is a divisor
277,2,1,1,n/a
278,2,0,0,2 is a divisor
279,2,0,0,3 is a divisor
280,2,0,0,2 is a divisor
281,2,1,3,n/a
282,2,0,0,2 is a divisor
283,2,1,9,n/a
284,2,0,0,2 is a divisor
285,2,0,0,3 is a divisor
286,2,0,0,2 is a divisor
287,2,0,0,7 is a divisor
288,2,0,0,2 is a divisor
289,2,0,0,289 is a perfect power
290,2,0,0,2 is a divisor
291,2,0,0,3 is a divisor
292,2,0,0,2 is a divisor
293,2,1,1,n/a
294,2,0,0,2 is a divisor
295,2,0,0,5 is a divisor
296,2,0,0,2 is a divisor
297,2,0,0,3 is a divisor
298,2,0,0,2 is a divisor
299,2,0,0,13 is a divisor
300,2,0,0,2 is a divisor
301,2,0,0,7 is a divisor
302,2,0,0,2 is a divisor
303,2,0,0,3 is a divisor
304,2,0,0,2 is a divisor
305,2,0,0,5 is a divisor
306,2,0,0,2 is a divisor
307,2,1,0,n/a
308,2,0,0,2 is a divisor
309,2,0,0,3 is a divisor
310,2,0,0,2 is a divisor
311,2,1,0,n/a
312,2,0,0,2 is a divisor
313,2,1,1,n/a
314,2,0,0,2 is a divisor
315,2,0,0,3 is a divisor
316,2,0,0,2 is a divisor
317,2,1,3,n/a
318,2,0,0,2 is a divisor
319,2,0,0,11 is a divisor
320,2,0,0,2 is a divisor
321,2,0,0,3 is a divisor
322,2,0,0,2 is a divisor
323,2,0,0,17 is a divisor
324,2,0,0,324 is a perfect power
325,2,0,0,5 is a divisor
326,2,0,0,2 is a divisor
327,2,0,0,3 is a divisor
328,2,0,0,2 is a divisor
329,2,0,0,7 is a divisor
330,2,0,0,2 is a divisor
331,2,1,2,n/a
332,2,0,0,2 is a divisor
333,2,0,0,3 is a divisor
334,2,0,0,2 is a divisor
335,2,0,0,5 is a divisor
336,2,0,0,2 is a divisor
337,2,1,1,n/a
338,2,0,0,2 is a divisor
339,2,0,0,3 is a divisor
340,2,0,0,2 is a divisor
341,2,0,0,11 is a divisor
342,2,0,0,2 is a divisor
343,2,0,0,343 is a perfect power
344,2,0,0,2 is a divisor
345,2,0,0,3 is a divisor
346,2,0,0,2 is a divisor
347,2,1,2,n/a
348,2,0,0,2 is a divisor
349,2,1,1,n/a
350,2,0,0,2 is a divisor
351,2,0,0,3 is a divisor
352,2,0,0,2 is a divisor
353,2,1,1,n/a
354,2,0,0,2 is a divisor
355,2,0,0,5 is a divisor
356,2,0,0,2 is a divisor
357,2,0,0,3 is a divisor
358,2,0,0,2 is a divisor
359,2,1,3,n/a
360,2,0,0,2 is a divisor
361,2,0,0,361 is a perfect power
362,2,0,0,2 is a divisor
363,2,0,0,3 is a divisor
364,2,0,0,2 is a divisor
365,2,0,0,5 is a divisor
366,2,0,0,2 is a divisor
367,2,1,3,n/a
368,2,0,0,2 is a divisor
369,2,0,0,3 is a divisor
370,2,0,0,2 is a divisor
371,2,0,0,7 is a divisor
372,2,0,0,2 is a divisor
373,2,1,1,n/a
374,2,0,0,2 is a divisor
375,2,0,0,3 is a divisor
376,2,0,0,2 is a divisor
377,2,0,0,13 is a divisor
378,2,0,0,2 is a divisor
379,2,1,1,n/a
380,2,0,0,2 is a divisor
381,2,0,0,3 is a divisor
382,2,0,0,2 is a divisor
383,2,1,0,n/a
384,2,0,0,2 is a divisor
385,2,0,0,5 is a divisor
386,2,0,0,2 is a divisor
387,2,0,0,3 is a divisor
388,2,0,0,2 is a divisor
389,2,1,34,n/a
390,2,0,0,2 is a divisor
391,2,0,0,17 is a divisor
392,2,0,0,2 is a divisor
393,2,0,0,3 is a divisor
394,2,0,0,2 is a divisor
395,2,0,0,5 is a divisor
396,2,0,0,2 is a divisor
397,2,1,6,n/a
398,2,0,0,2 is a divisor
399,2,0,0,3 is a divisor
400,2,0,0,400 is a perfect power
401,2,1,1,n/a
402,2,0,0,2 is a divisor
403,2,0,0,13 is a divisor
404,2,0,0,2 is a divisor
405,2,0,0,3 is a divisor
406,2,0,0,2 is a divisor
407,2,0,0,11 is a divisor
408,2,0,0,2 is a divisor
409,2,1,9,n/a
410,2,0,0,2 is a divisor
411,2,0,0,3 is a divisor
412,2,0,0,2 is a divisor
413,2,0,0,7 is a divisor
414,2,0,0,2 is a divisor
415,2,0,0,5 is a divisor
416,2,0,0,2 is a divisor
417,2,0,0,3 is a divisor
418,2,0,0,2 is a divisor
419,2,1,1,n/a
420,2,0,0,2 is a divisor
421,2,1,1,n/a
422,2,0,0,2 is a divisor
423,2,0,0,3 is a divisor
424,2,0,0,2 is a divisor
425,2,0,0,5 is a divisor
426,2,0,0,2 is a divisor
427,2,0,0,7 is a divisor
428,2,0,0,2 is a divisor
429,2,0,0,3 is a divisor
430,2,0,0,2 is a divisor
431,2,1,8,n/a
432,2,0,0,2 is a divisor
433,2,1,3,n/a
434,2,0,0,2 is a divisor
435,2,0,0,3 is a divisor
436,2,0,0,2 is a divisor
437,2,0,0,19 is a divisor
438,2,0,0,2 is a divisor
439,2,1,2,n/a
440,2,0,0,2 is a divisor
441,2,0,0,441 is a perfect power
442,2,0,0,2 is a divisor
443,2,1,1,n/a
444,2,0,0,2 is a divisor
445,2,0,0,5 is a divisor
446,2,0,0,2 is a divisor
447,2,0,0,3 is a divisor
448,2,0,0,2 is a divisor
449,2,1,8,n/a
450,2,0,0,2 is a divisor
451,2,0,0,11 is a divisor
452,2,0,0,2 is a divisor
453,2,0,0,3 is a divisor
454,2,0,0,2 is a divisor
455,2,0,0,5 is a divisor
456,2,0,0,2 is a divisor
457,2,1,27,n/a
458,2,0,0,2 is a divisor
459,2,0,0,3 is a divisor
460,2,0,0,2 is a divisor
461,2,1,4,n/a
462,2,0,0,2 is a divisor
463,2,1,6,n/a
464,2,0,0,2 is a divisor
465,2,0,0,3 is a divisor
466,2,0,0,2 is a divisor
467,2,1,4,n/a
468,2,0,0,2 is a divisor
469,2,0,0,7 is a divisor
470,2,0,0,2 is a divisor
471,2,0,0,3 is a divisor
472,2,0,0,2 is a divisor
473,2,0,0,11 is a divisor
474,2,0,0,2 is a divisor
475,2,0,0,5 is a divisor
476,2,0,0,2 is a divisor
477,2,0,0,3 is a divisor
478,2,0,0,2 is a divisor
479,2,1,14,n/a
480,2,0,0,2 is a divisor
481,2,0,0,13 is a divisor
482,2,0,0,2 is a divisor
483,2,0,0,3 is a divisor
484,2,0,0,484 is a perfect power
485,2,0,0,5 is a divisor
486,2,0,0,2 is a divisor
487,2,1,25,n/a
488,2,0,0,2 is a divisor
489,2,0,0,3 is a divisor
490,2,0,0,2 is a divisor
491,2,1,1,n/a
492,2,0,0,2 is a divisor
493,2,0,0,17 is a divisor
494,2,0,0,2 is a divisor
495,2,0,0,3 is a divisor
496,2,0,0,2 is a divisor
497,2,0,0,7 is a divisor
498,2,0,0,2 is a divisor
499,2,1,1,n/a
500,2,0,0,2 is a divisor
501,2,0,0,3 is a divisor
502,2,0,0,2 is a divisor
503,2,1,8,n/a
504,2,0,0,2 is a divisor
505,2,0,0,5 is a divisor
