n,degF,degG,degMAX,degOUT,tINITIALISE,tEVALUATE,tMULTIPLY,tCONSTRUCT,tRETURN,tTOTAL,CORRECTNESS
614783152143098270145193,4,4,4,8,0,0,0,0,0,0,1
614783152143098270145193,1,8,8,9,0,0,0,0,0,0,1
614783152143098270145193,8,8,8,16,0,0,0,0,0,0,1
614783152143098270145193,16,16,16,32,0,0,0,0,0,0,1
614783152143098270145193,9,32,32,41,0,0,0,0,0,0,1
614783152143098270145193,32,32,32,64,0,0,0,0,0,0,1
614783152143098270145193,64,64,64,128,0,0,0,1,0,2,1
614783152143098270145193,41,128,128,169,0,0,0,3,0,3,1
614783152143098270145193,128,128,128,256,0,0,0,7,0,8,1
614783152143098270145193,256,256,256,512,0,2,0,27,0,30,1
614783152143098270145193,169,512,512,681,0,5,0,48,0,54,1
614783152143098270145193,512,512,512,1024,0,9,0,104,0,114,1
614783152143098270145193,1024,1024,1024,2048,0,36,1,407,0,445,1
614783152143098270145193,681,2048,2048,2729,0,81,2,737,0,821,1
614783152143098270145193,2048,2048,2048,4096,0,149,3,1616,0,1770,1
614783152143098270145193,2729,2955,2955,5684,0,282,5,3118,0,3407,1
614783152143098270145193,2955,2955,2955,5910,0,312,6,3359,0,3679,1
614783152143098270145193,2955,2955,2955,5910,0,312,6,3376,0,3696,1
614783152143098270145193,2955,2955,2955,5910,0,312,6,3371,0,3690,1
614783152143098270145193,2955,2955,2955,5910,0,314,6,3354,0,3675,1
614783152143098270145193,2955,2955,2955,5910,0,313,6,3364,0,3684,1
614783152143098270145193,2955,2955,2955,5910,0,309,6,3367,0,3683,1
614783152143098270145193,2955,2955,2955,5910,0,313,5,3369,0,3689,1
614783152143098270145193,2955,2955,2955,5910,0,308,6,3358,0,3674,1
614783152143098270145193,2955,2955,2955,5910,0,311,5,3364,0,3682,1
614783152143098270145193,2955,2955,2955,5910,0,313,6,3369,0,3689,1
614783152143098270145193,2955,2955,2955,5910,0,304,6,3354,0,3666,1
614783152143098270145193,2955,2955,2955,5910,0,314,6,3356,0,3677,1
614783152143098270145193,2955,2955,2955,5910,0,306,6,3372,0,3685,1
614783152143098270145193,2955,2955,2955,5910,0,304,6,3367,0,3678,1
614783152143098270145193,2955,2955,2955,5910,0,313,5,3359,0,3679,1
614783152143098270145193,2955,2955,2955,5910,0,316,6,3370,0,3694,1
614783152143098270145193,2955,2955,2955,5910,0,303,5,3364,0,3675,1
614783152143098270145193,2955,2955,2955,5910,0,314,6,3359,0,3680,1
614783152143098270145193,2955,2955,2955,5910,0,321,6,3362,0,3690,1
614783152143098270145193,2955,2955,2955,5910,0,308,6,3367,0,3682,1
614783152143098270145193,2955,2955,2955,5910,0,319,6,3384,0,3710,1
614783152143098270145193,2955,2955,2955,5910,0,308,6,3360,0,3675,1
614783152143098270145193,2955,2955,2955,5910,0,314,6,3377,0,3698,1
614783152143098270145193,2955,2955,2955,5910,0,304,5,3368,0,3679,1
614783152143098270145193,2955,2955,2955,5910,0,303,6,3364,0,3675,1
614783152143098270145193,2955,2955,2955,5910,0,308,6,3364,0,3679,1
614783152143098270145193,2955,2955,2955,5910,0,306,6,3377,0,3690,1
614783152143098270145193,2955,2955,2955,5910,0,309,6,3370,0,3686,1
614783152143098270145193,2955,2955,2955,5910,0,312,6,3360,0,3680,1
614783152143098270145193,2955,2955,2955,5910,0,308,5,3377,0,3692,1
614783152143098270145193,2955,2955,2955,5910,0,313,6,3378,0,3698,1
614783152143098270145193,2955,2955,2955,5910,0,307,6,3379,0,3693,1
614783152143098270145193,2955,2955,2955,5910,0,307,6,3356,0,3670,1
614783152143098270145193,2955,2955,2955,5910,0,314,5,3373,0,3694,1
614783152143098270145193,2955,2955,2955,5910,0,313,6,3368,0,3688,1
614783152143098270145193,2955,2955,2955,5910,0,304,6,3358,0,3669,1
614783152143098270145193,2955,2955,2955,5910,0,304,6,3370,0,3682,1
614783152143098270145193,2955,2955,2955,5910,0,313,6,3372,0,3693,1
614783152143098270145193,2955,2955,2955,5910,0,314,6,3374,0,3696,1
614783152143098270145193,2955,2955,2955,5910,0,305,5,3359,0,3671,1
614783152143098270145193,2955,2955,2955,5910,0,313,6,3371,0,3692,1
614783152143098270145193,2955,2955,2955,5910,0,304,6,3377,0,3688,1
614783152143098270145193,2955,2955,2955,5910,0,308,6,3360,0,3675,1
614783152143098270145193,2955,2955,2955,5910,0,321,6,3361,0,3690,1
614783152143098270145193,2955,2955,2955,5910,0,307,6,3372,0,3687,1
614783152143098270145193,2955,2955,2955,5910,0,308,6,3370,0,3685,1
614783152143098270145193,2955,2955,2955,5910,0,313,5,3359,0,3679,1
614783152143098270145193,2955,2955,2955,5910,0,318,6,3379,0,3704,1
614783152143098270145193,2955,2955,2955,5910,0,304,6,3370,0,3681,1
614783152143098270145193,2955,2955,2955,5910,0,312,5,3362,0,3682,1
614783152143098270145193,2955,2955,2955,5910,0,322,6,3359,0,3689,1
614783152143098270145193,2955,2955,2955,5910,0,305,6,3368,0,3680,1
614783152143098270145193,2955,2955,2955,5910,0,313,6,3375,0,3695,1
614783152143098270145193,2955,2955,2955,5910,0,313,5,3359,0,3679,1
614783152143098270145193,2955,2955,2955,5910,0,305,6,3368,0,3681,1
614783152143098270145193,2955,2955,2955,5910,0,304,6,3376,0,3687,1
614783152143098270145193,2955,2955,2955,5910,0,313,5,3373,0,3693,1
614783152143098270145193,2955,2955,2955,5910,0,307,6,3359,0,3674,1
614783152143098270145193,2955,2955,2955,5910,0,309,6,3369,0,3685,1
614783152143098270145193,2955,2955,2955,5910,0,317,5,3370,0,3694,1
614783152143098270145193,2955,2955,2955,5910,0,308,6,3359,0,3675,1
614783152143098270145193,2955,2955,2955,5910,0,314,5,3371,0,3692,1
614783152143098270145193,2955,2955,2955,5910,0,308,6,3371,0,3686,1
614783152143098270145193,2955,2955,2955,5910,0,314,6,3382,0,3703,1
614783152143098270145193,2955,2955,2955,5910,0,312,6,3356,0,3676,1
614783152143098270145193,2955,2955,2955,5910,0,313,5,3371,0,3691,1
614783152143098270145193,2955,2955,2955,5910,0,340,5,3372,0,3719,1
614783152143098270145193,2955,2955,2955,5910,0,308,6,3360,0,3676,1
614783152143098270145193,2955,2955,2955,5910,0,312,6,3372,0,3691,1
614783152143098270145193,2955,2955,2955,5910,0,313,6,3376,0,3696,1
614783152143098270145193,2955,2955,2955,5910,0,304,6,3367,0,3678,1
614783152143098270145193,2955,2955,2955,5910,0,314,6,3361,0,3682,1
614783152143098270145193,2955,2955,2955,5910,0,305,6,3373,0,3686,1
614783152143098270145193,2955,2955,2955,5910,0,305,6,3363,0,3675,1
614783152143098270145193,2955,2955,2955,5910,0,314,5,3366,0,3687,1
614783152143098270145193,2955,2955,2955,5910,0,347,6,3362,0,3717,1
614783152143098270145193,2955,2955,2955,5910,0,305,6,3372,0,3685,1
614783152143098270145193,2955,2955,2955,5910,0,308,6,3368,0,3683,1
614783152143098270145193,2955,2955,2955,5910,0,304,6,3364,0,3674,1
614783152143098270145193,2955,2955,2955,5910,0,304,6,3375,0,3686,1
614783152143098270145193,2955,2955,2955,5910,0,304,6,3368,0,3680,1
614783152143098270145193,2955,2955,2955,5910,0,303,6,3360,0,3671,1
614783152143098270145193,2955,2955,2955,5910,0,306,6,3368,0,3682,1
614783152143098270145193,2955,2955,2955,5910,0,303,6,3515,0,3826,1
614783152143098270145193,2955,2955,2955,5910,0,306,6,3371,0,3685,1
614783152143098270145193,2955,2955,2955,5910,0,314,5,3367,0,3689,1
614783152143098270145193,2955,2955,2955,5910,0,305,6,3385,0,3697,1
614783152143098270145193,2955,2955,2955,5910,0,306,6,3375,0,3688,1
614783152143098270145193,2955,2955,2955,5910,0,308,6,3381,0,3696,1
614783152143098270145193,2955,2955,2955,5910,0,307,6,3360,0,3674,1
614783152143098270145193,2955,2955,2955,5910,0,307,6,3376,0,3690,1
614783152143098270145193,2955,2955,2955,5910,0,308,6,3375,0,3690,1
614783152143098270145193,2955,2955,2955,5910,0,309,6,3367,0,3682,1
614783152143098270145193,2955,2955,2955,5910,0,311,6,3378,0,3697,1
614783152143098270145193,2955,2955,2955,5910,0,306,5,3381,0,3694,1
614783152143098270145193,2955,2955,2955,5910,0,306,6,3381,0,3693,1
614783152143098270145193,2955,2955,2955,5910,0,308,6,3359,0,3674,1
614783152143098270145193,2955,2955,2955,5910,0,307,6,3369,0,3683,1
86084043198752959566539087,0,1,1,1,0,0,0,0,0,0,1
86084043198752959566539087,1,1,1,2,0,0,0,0,0,0,1
86084043198752959566539087,1,2,2,3,0,0,0,0,0,0,1
86084043198752959566539087,2,2,2,4,0,0,0,0,0,0,1
86084043198752959566539087,3,4,4,7,0,0,0,0,0,0,1
86084043198752959566539087,4,4,4,8,0,0,0,0,0,0,1
86084043198752959566539087,7,8,8,15,0,0,0,0,0,0,1
86084043198752959566539087,8,8,8,16,0,0,0,0,0,0,1
86084043198752959566539087,16,16,16,32,0,0,0,0,0,0,1
86084043198752959566539087,32,32,32,64,0,0,0,0,0,0,1
86084043198752959566539087,15,64,64,79,0,0,0,0,0,1,1
86084043198752959566539087,64,64,64,128,0,0,0,2,0,2,1
86084043198752959566539087,128,128,128,256,0,0,0,7,0,8,1
86084043198752959566539087,79,256,256,335,0,1,0,13,0,15,1
86084043198752959566539087,256,256,256,512,0,2,0,30,0,33,1
86084043198752959566539087,512,512,512,1024,0,10,0,114,0,125,1
86084043198752959566539087,1024,1024,1024,2048,0,39,1,442,0,483,1
86084043198752959566539087,335,2048,2048,2383,0,82,2,597,0,683,1
86084043198752959566539087,2048,2048,2048,4096,0,159,4,1764,0,1927,1
86084043198752959566539087,3551,3551,3551,7102,0,474,9,5473,0,5957,1
86084043198752959566539087,2383,3551,3551,5934,0,352,7,3694,0,4054,1
86084043198752959566539087,3551,3551,3551,7102,0,477,9,5351,0,5838,1
86084043198752959566539087,3551,3551,3551,7102,0,484,8,5298,0,5792,1
86084043198752959566539087,3551,3551,3551,7102,0,475,8,5454,0,5940,1
86084043198752959566539087,3551,3551,3551,7102,0,480,8,5295,0,5785,1
86084043198752959566539087,3551,3551,3551,7102,0,480,8,5291,0,5781,1
86084043198752959566539087,3551,3551,3551,7102,0,478,8,5289,0,5777,1
86084043198752959566539087,3551,3551,3551,7102,0,478,8,5293,0,5782,1
86084043198752959566539087,3551,3551,3551,7102,0,482,8,5302,0,5794,1
86084043198752959566539087,3551,3551,3551,7102,0,479,8,5293,0,5782,1
86084043198752959566539087,3551,3551,3551,7102,0,477,9,5403,0,5890,1
86084043198752959566539087,3551,3551,3551,7102,0,477,8,5294,0,5781,1
86084043198752959566539087,3551,3551,3551,7102,0,479,9,5359,0,5848,1
86084043198752959566539087,3551,3551,3551,7102,0,478,8,5312,0,5799,1
86084043198752959566539087,3551,3551,3551,7102,0,482,8,5292,0,5784,1
86084043198752959566539087,3551,3551,3551,7102,0,479,8,5292,0,5780,1
86084043198752959566539087,3551,3551,3551,7102,0,478,9,5337,0,5825,1
86084043198752959566539087,3551,3551,3551,7102,0,482,8,5292,0,5784,1
86084043198752959566539087,3551,3551,3551,7102,0,482,9,5307,0,5800,1
86084043198752959566539087,3551,3551,3551,7102,0,476,9,5316,0,5802,1
86084043198752959566539087,3551,3551,3551,7102,0,474,8,5290,0,5774,1
86084043198752959566539087,3551,3551,3551,7102,0,475,9,5468,0,5953,1
86084043198752959566539087,3551,3551,3551,7102,0,486,8,5468,0,5964,1
86084043198752959566539087,3551,3551,3551,7102,0,473,8,5317,0,5800,1
86084043198752959566539087,3551,3551,3551,7102,0,474,8,5287,0,5770,1
86084043198752959566539087,3551,3551,3551,7102,0,475,9,5409,0,5894,1
86084043198752959566539087,3551,3551,3551,7102,0,476,8,5412,0,5898,1
86084043198752959566539087,3551,3551,3551,7102,0,475,8,5353,0,5837,1
86084043198752959566539087,3551,3551,3551,7102,0,476,8,5464,0,5950,1
86084043198752959566539087,3551,3551,3551,7102,0,504,9,5291,0,5806,1
86084043198752959566539087,3551,3551,3551,7102,0,477,8,5440,0,5927,1
86084043198752959566539087,3551,3551,3551,7102,0,474,8,5386,0,5870,1
86084043198752959566539087,3551,3551,3551,7102,0,477,8,5445,0,5932,1
86084043198752959566539087,3551,3551,3551,7102,0,478,8,5444,0,5932,1
86084043198752959566539087,3551,3551,3551,7102,0,476,9,5454,0,5940,1
86084043198752959566539087,3551,3551,3551,7102,0,475,8,5445,0,5931,1
86084043198752959566539087,3551,3551,3551,7102,0,476,8,5453,0,5939,1
86084043198752959566539087,3551,3551,3551,7102,0,476,8,5441,0,5927,1
86084043198752959566539087,3551,3551,3551,7102,0,480,8,5448,0,5938,1
86084043198752959566539087,3551,3551,3551,7102,0,483,8,5444,0,5937,1
86084043198752959566539087,3551,3551,3551,7102,0,480,8,5446,0,5936,1
86084043198752959566539087,3551,3551,3551,7102,0,482,8,5447,0,5938,1
86084043198752959566539087,3551,3551,3551,7102,0,478,8,5445,0,5933,1
86084043198752959566539087,3551,3551,3551,7102,0,476,8,5457,0,5944,1
86084043198752959566539087,3551,3551,3551,7102,0,472,8,5450,0,5932,1
86084043198752959566539087,3551,3551,3551,7102,0,476,8,5447,0,5932,1
86084043198752959566539087,3551,3551,3551,7102,0,474,8,5457,0,5942,1
86084043198752959566539087,3551,3551,3551,7102,0,477,8,5448,0,5935,1
86084043198752959566539087,3551,3551,3551,7102,0,475,8,5446,0,5931,1
86084043198752959566539087,3551,3551,3551,7102,0,476,8,5452,0,5938,1
86084043198752959566539087,3551,3551,3551,7102,0,477,8,5448,0,5935,1
86084043198752959566539087,3551,3551,3551,7102,0,476,8,5450,0,5936,1
86084043198752959566539087,3551,3551,3551,7102,0,479,8,5461,0,5951,1
86084043198752959566539087,3551,3551,3551,7102,0,480,8,5448,0,5938,1
86084043198752959566539087,3551,3551,3551,7102,0,480,8,5443,0,5933,1
86084043198752959566539087,3551,3551,3551,7102,0,478,8,5448,0,5937,1
86084043198752959566539087,3551,3551,3551,7102,0,473,8,5458,0,5940,1
86084043198752959566539087,3551,3551,3551,7102,0,475,8,5331,0,5816,1
86084043198752959566539087,3551,3551,3551,7102,0,482,8,5459,0,5950,1
86084043198752959566539087,3551,3551,3551,7102,0,479,8,5446,0,5935,1
86084043198752959566539087,3551,3551,3551,7102,0,481,8,5448,0,5939,1
86084043198752959566539087,3551,3551,3551,7102,0,473,8,5452,0,5935,1
86084043198752959566539087,3551,3551,3551,7102,0,473,8,5445,0,5928,1
86084043198752959566539087,3551,3551,3551,7102,0,475,8,5448,0,5933,1
86084043198752959566539087,3551,3551,3551,7102,0,476,8,5452,0,5937,1
86084043198752959566539087,3551,3551,3551,7102,0,479,8,5440,0,5929,1
86084043198752959566539087,3551,3551,3551,7102,0,475,8,5449,0,5934,1
86084043198752959566539087,3551,3551,3551,7102,0,478,8,5441,0,5929,1
86084043198752959566539087,3551,3551,3551,7102,0,477,8,5452,0,5939,1
86084043198752959566539087,3551,3551,3551,7102,0,481,8,5443,0,5933,1
86084043198752959566539087,3551,3551,3551,7102,0,485,8,5447,0,5942,1
86084043198752959566539087,3551,3551,3551,7102,0,481,8,5445,0,5936,1
86084043198752959566539087,3551,3551,3551,7102,0,480,8,5440,0,5930,1
86084043198752959566539087,3551,3551,3551,7102,0,480,8,5454,0,5944,1
86084043198752959566539087,3551,3551,3551,7102,0,479,8,5444,0,5933,1
86084043198752959566539087,3551,3551,3551,7102,0,473,8,5338,0,5821,1
86084043198752959566539087,3551,3551,3551,7102,0,480,8,5419,0,5909,1
86084043198752959566539087,3551,3551,3551,7102,0,475,8,5449,0,5934,1
86084043198752959566539087,3551,3551,3551,7102,0,477,8,5455,0,5941,1
86084043198752959566539087,3551,3551,3551,7102,0,480,8,5444,0,5934,1
86084043198752959566539087,3551,3551,3551,7102,0,481,8,5453,0,5944,1
86084043198752959566539087,3551,3551,3551,7102,0,480,8,5443,0,5933,1
86084043198752959566539087,3551,3551,3551,7102,0,480,8,5453,0,5944,1
86084043198752959566539087,3551,3551,3551,7102,0,481,8,5478,0,5969,1
86084043198752959566539087,3551,3551,3551,7102,0,478,9,5278,0,5767,1
86084043198752959566539087,3551,3551,3551,7102,0,478,8,5453,0,5941,1
86084043198752959566539087,3551,3551,3551,7102,0,480,8,5447,0,5937,1
86084043198752959566539087,3551,3551,3551,7102,0,480,8,5445,0,5935,1
86084043198752959566539087,3551,3551,3551,7102,0,480,8,5449,0,5939,1
86084043198752959566539087,3551,3551,3551,7102,0,481,8,5452,0,5943,1
86084043198752959566539087,3551,3551,3551,7102,0,481,8,5454,0,5945,1
86084043198752959566539087,3551,3551,3551,7102,0,478,8,5453,0,5941,1
86084043198752959566539087,3551,3551,3551,7102,0,477,8,5447,0,5934,1
86084043198752959566539087,3551,3551,3551,7102,0,477,8,5447,0,5934,1
86084043198752959566539087,3551,3551,3551,7102,0,481,8,5452,0,5943,1
86084043198752959566539087,3551,3551,3551,7102,0,480,8,5442,0,5933,1
86084043198752959566539087,3551,3551,3551,7102,0,481,8,5448,0,5938,1
86084043198752959566539087,3551,3551,3551,7102,0,481,8,5458,0,5949,1
86084043198752959566539087,3551,3551,3551,7102,0,477,8,5449,0,5936,1
86084043198752959566539087,3551,3551,3551,7102,0,484,8,5444,0,5938,1
86084043198752959566539087,3551,3551,3551,7102,0,482,8,5460,0,5952,1
86084043198752959566539087,3551,3551,3551,7102,0,481,8,5450,0,5941,1
86084043198752959566539087,3551,3551,3551,7102,0,487,8,5472,0,5969,1
86084043198752959566539087,3551,3551,3551,7102,0,481,8,5463,0,5954,1
86084043198752959566539087,3551,3551,3551,7102,0,482,8,5474,0,5966,1
86084043198752959566539087,3551,3551,3551,7102,0,478,8,5347,0,5834,1
1000474617637553175973957531,0,1,1,1,0,0,0,0,0,0,1
1000474617637553175973957531,1,1,1,2,0,0,0,0,0,0,1
1000474617637553175973957531,1,2,2,3,0,0,0,0,0,0,1
1000474617637553175973957531,2,2,2,4,0,0,0,0,0,0,1
1000474617637553175973957531,4,4,4,8,0,0,0,0,0,0,1
1000474617637553175973957531,3,8,8,11,0,0,0,0,0,0,1
1000474617637553175973957531,8,8,8,16,0,0,0,0,0,0,1
1000474617637553175973957531,11,16,16,27,0,0,0,0,0,0,1
1000474617637553175973957531,16,16,16,32,0,0,0,0,0,0,1
1000474617637553175973957531,32,32,32,64,0,0,0,0,0,0,1
1000474617637553175973957531,64,64,64,128,0,0,0,2,0,2,1
1000474617637553175973957531,27,128,128,155,0,0,0,3,0,3,1
1000474617637553175973957531,128,128,128,256,0,0,0,7,0,8,1
1000474617637553175973957531,155,256,256,411,0,2,0,20,0,22,1
1000474617637553175973957531,256,256,256,512,0,2,0,31,0,34,1
1000474617637553175973957531,411,512,512,923,0,8,0,96,0,105,1
1000474617637553175973957531,512,512,512,1024,0,10,0,117,0,128,1
1000474617637553175973957531,923,1024,1024,1947,0,37,1,415,0,454,1
1000474617637553175973957531,1024,1024,1024,2048,0,40,1,458,0,501,1
1000474617637553175973957531,1947,2048,2048,3995,0,156,4,1739,0,1900,1
1000474617637553175973957531,2048,2048,2048,4096,0,170,4,1813,0,1988,1
1000474617637553175973957531,3944,3944,3944,7888,0,608,10,6686,0,7306,1
1000474617637553175973957531,3944,3944,3944,7888,0,621,10,6707,0,7339,1
1000474617637553175973957531,3944,3944,3944,7888,0,611,10,6712,0,7334,1
1000474617637553175973957531,3944,3944,3944,7888,0,623,10,6683,0,7318,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,6881,0,7500,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7048,0,7669,1
1000474617637553175973957531,3944,3944,3944,7888,0,612,10,7038,0,7662,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7041,0,7662,1
1000474617637553175973957531,3944,3944,3944,7888,0,611,10,7059,0,7682,1
1000474617637553175973957531,3944,3944,3944,7888,0,606,10,6934,0,7551,1
1000474617637553175973957531,3944,3944,3944,7888,0,606,10,6884,0,7501,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,7133,0,7752,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7033,0,7653,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7035,0,7657,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7049,0,7670,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7058,0,7680,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,6930,0,7551,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,6879,0,7498,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,7136,0,7755,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7034,0,7655,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7032,0,7654,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7046,0,7667,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7059,0,7680,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,6933,0,7552,1
1000474617637553175973957531,3944,3944,3944,7888,0,606,10,6874,0,7492,1
1000474617637553175973957531,3944,3944,3944,7888,0,608,10,7131,0,7750,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,7033,0,7652,1
1000474617637553175973957531,3944,3944,3944,7888,0,611,10,7030,0,7652,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7043,0,7663,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7051,0,7673,1
1000474617637553175973957531,3944,3944,3944,7888,0,605,10,6925,0,7542,1
1000474617637553175973957531,3944,3944,3944,7888,0,608,10,6879,0,7499,1
1000474617637553175973957531,3944,3944,3944,7888,0,605,10,7128,0,7745,1
1000474617637553175973957531,3944,3944,3944,7888,0,612,10,7029,0,7652,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7029,0,7651,1
1000474617637553175973957531,3944,3944,3944,7888,0,612,10,7042,0,7666,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7075,0,7696,1
1000474617637553175973957531,3944,3944,3944,7888,0,606,10,6926,0,7544,1
1000474617637553175973957531,3944,3944,3944,7888,0,606,10,6876,0,7494,1
1000474617637553175973957531,3944,3944,3944,7888,0,611,10,7131,0,7754,1
1000474617637553175973957531,3944,3944,3944,7888,0,613,10,7034,0,7658,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7031,0,7652,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7050,0,7671,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7052,0,7674,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,6924,0,7543,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,6869,0,7488,1
1000474617637553175973957531,3944,3944,3944,7888,0,606,10,7128,0,7746,1
1000474617637553175973957531,3944,3944,3944,7888,0,612,10,7027,0,7651,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7031,0,7653,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7040,0,7661,1
1000474617637553175973957531,3944,3944,3944,7888,0,613,10,7049,0,7674,1
1000474617637553175973957531,3944,3944,3944,7888,0,608,11,6927,0,7548,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,6879,0,7498,1
1000474617637553175973957531,3944,3944,3944,7888,0,611,10,7134,0,7756,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7025,0,7646,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7032,0,7654,1
1000474617637553175973957531,3944,3944,3944,7888,0,608,10,7047,0,7667,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7054,0,7675,1
1000474617637553175973957531,3944,3944,3944,7888,0,606,10,6921,0,7538,1
1000474617637553175973957531,3944,3944,3944,7888,0,608,10,6873,0,7493,1
1000474617637553175973957531,3944,3944,3944,7888,0,606,10,7131,0,7749,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7030,0,7652,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7027,0,7648,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7052,0,7673,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7054,0,7676,1
1000474617637553175973957531,3944,3944,3944,7888,0,606,10,6935,0,7554,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,6871,0,7490,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,7132,0,7752,1
1000474617637553175973957531,3944,3944,3944,7888,0,613,10,7031,0,7655,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7028,0,7650,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7040,0,7660,1
1000474617637553175973957531,3944,3944,3944,7888,0,613,10,7053,0,7678,1
1000474617637553175973957531,3944,3944,3944,7888,0,605,10,6927,0,7543,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,6877,0,7499,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,7134,0,7752,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7050,0,7670,1
1000474617637553175973957531,3944,3944,3944,7888,0,611,10,7030,0,7653,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7047,0,7669,1
1000474617637553175973957531,3944,3944,3944,7888,0,612,10,7053,0,7677,1
1000474617637553175973957531,3944,3944,3944,7888,0,605,10,6927,0,7544,1
1000474617637553175973957531,3944,3944,3944,7888,0,608,10,6886,0,7505,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,7131,0,7750,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7030,0,7650,1
1000474617637553175973957531,3944,3944,3944,7888,0,611,10,7028,0,7651,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7045,0,7666,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7053,0,7674,1
1000474617637553175973957531,3944,3944,3944,7888,0,605,10,6924,0,7541,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,6878,0,7496,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7125,0,7746,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7030,0,7651,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7028,0,7649,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7046,0,7668,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7050,0,7671,1
1000474617637553175973957531,3944,3944,3944,7888,0,605,10,6927,0,7544,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,6874,0,7492,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7132,0,7752,1
1000474617637553175973957531,3944,3944,3944,7888,0,608,10,7028,0,7648,1
1000474617637553175973957531,3944,3944,3944,7888,0,612,10,7029,0,7653,1
1000474617637553175973957531,3944,3944,3944,7888,0,608,10,7040,0,7660,1
1000474617637553175973957531,3944,3944,3944,7888,0,611,10,7056,0,7680,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,6924,0,7546,1
1000474617637553175973957531,3944,3944,3944,7888,0,606,10,6878,0,7496,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,7127,0,7745,1
1000474617637553175973957531,3944,3944,3944,7888,0,614,10,7034,0,7659,1
1000474617637553175973957531,3944,3944,3944,7888,0,609,10,7023,0,7643,1
1000474617637553175973957531,3944,3944,3944,7888,0,613,10,7038,0,7662,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7052,0,7673,1
1000474617637553175973957531,3944,3944,3944,7888,0,605,10,6928,0,7546,1
1000474617637553175973957531,3944,3944,3944,7888,0,606,10,6874,0,7491,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,7129,0,7747,1
1000474617637553175973957531,3944,3944,3944,7888,0,607,10,7030,0,7649,1
1000474617637553175973957531,3944,3944,3944,7888,0,610,10,7034,0,7656,1
