1000,100,400,4
1001,60,720,12
1002,166,332,2
1003,464,928,2
1004,250,500,2
1005,132,528,4
1006,502,502,1
1007,468,936,2
1008,12,288,24
1009,1008,1008,1
1010,100,400,4
1011,336,672,2
1012,110,440,4
1013,1012,1012,1
1014,156,312,2
1015,84,672,8
1016,126,504,4
1017,336,672,2
1018,508,508,1
1019,1018,1018,1
1020,16,256,16
1021,1020,1020,1
1022,72,432,6
1023,30,600,20
1024,256,512,2
1025,40,800,20
1026,18,324,18
1027,156,936,6
1028,256,512,2
1029,294,588,2
1030,204,408,2
1031,1030,1030,1
1032,42,336,8
1033,1032,1032,1
1034,230,460,2
1035,132,528,4
1036,36,432,12
1037,240,960,4
1038,172,344,2
1039,1038,1038,1
1040,12,384,32
1041,346,692,2
1042,520,520,1
1043,444,888,2
1044,84,336,4
1045,180,720,4
1046,522,522,1
1047,348,696,2
1048,130,520,4
1049,1048,1048,1
1050,60,240,4
1051,1050,1050,1
1052,262,524,2
1053,108,648,6
1054,240,480,2
1055,420,840,2
1056,40,320,8
1057,150,900,6
1058,506,506,1
1059,352,704,2
1060,52,416,8
1061,1060,1060,1
1062,174,348,2
1063,1062,1062,1
1064,18,432,24
1065,140,560,4
1066,120,480,4
1067,480,960,2
1068,88,352,4
1069,1068,1068,1
1070,212,424,2
1071,48,576,12
1072,132,528,4
1073,252,1008,4
1074,178,356,2
1075,420,840,2
1076,268,536,2
1077,358,716,2
1078,210,420,2
1079,492,984,2
1080,36,288,8
1081,506,1012,2
1082,540,540,1
1083,342,684,2
1084,270,540,2
1085,60,720,12
1086,180,360,2
1087,1086,1086,1
1088,16,512,32
1089,330,660,2
1090,108,432,4
1091,1090,1090,1
1092,12,288,24
1093,1092,1092,1
1094,546,546,1
1095,72,576,8
1096,136,544,4
1097,1096,1096,1
1098,60,360,6
1099,156,936,6
1100,20,400,20
1101,366,732,2
1102,252,504,2
1103,1102,1102,1
1104,44,352,8
1105,48,768,16
1106,78,468,6
1107,360,720,2
1108,276,552,2
1109,1108,1108,1
1110,36,288,8
1111,100,1000,10
1112,138,552,4
1113,156,624,4
1114,556,556,1
1115,444,888,2
1116,30,360,12
1117,1116,1116,1
1118,84,504,6
1119,372,744,2
1120,24,384,16
1121,522,1044,2
1122,80,320,4
1123,1122,1122,1
1124,280,560,2
1125,300,600,2
1126,562,562,1
1127,462,924,2
1128,46,368,8
1129,1128,1128,1
1130,112,448,4
1131,84,672,8
1132,282,564,2
1133,510,1020,2
1134,54,324,6
1135,452,904,2
1136,140,560,4
1137,378,756,2
1138,568,568,1
1139,528,1056,2
1140,36,288,8
1141,162,972,6
1142,570,570,1
1143,126,756,6
1144,60,480,8
1145,228,912,4
1146,190,380,2
1147,180,1080,6
1148,120,480,4
1149,382,764,2
1150,220,440,2
1151,1150,1150,1
1152,96,384,4
1153,1152,1152,1
1154,576,576,1
1155,60,480,8
1156,272,544,2
1157,264,1056,4
1158,192,384,2
1159,180,1080,6
1160,28,448,16
1161,126,756,6
1162,246,492,2
1163,1162,1162,1
1164,96,384,4
1165,232,928,4
1166,260,520,2
1167,388,776,2
1168,72,576,8
1169,498,996,2
1170,12,288,24
1171,1170,1170,1
1172,292,584,2
1173,176,704,4
1174,586,586,1
1175,460,920,2
1176,42,336,8
1177,530,1060,2
1178,90,540,6
1179,390,780,2
1180,116,464,4
1181,1180,1180,1
1182,196,392,2
1183,156,936,6
1184,72,576,8
1185,156,624,4
1186,592,592,1
1187,1186,1186,1
1188,90,360,4
1189,280,1120,4
1190,48,384,8
1191,396,792,2
1192,148,592,4
1193,1192,1192,1
1194,198,396,2
1195,476,952,2
1196,132,528,4
1197,18,648,36
1198,598,598,1
1199,540,1080,2
1200,20,320,16
