Int, Cores, Prime (T/F), Time (milliseconds), Comments
11491,2,1,1268,n/a
11497,2,1,473,n/a
11503,2,1,612,n/a
11519,2,1,980,n/a
11527,2,1,1630,n/a
11549,2,1,2314,n/a
11551,2,1,1208,n/a
11579,2,1,1187,n/a
11587,2,1,884,n/a
11593,2,1,714,n/a
11597,2,1,1746,n/a
11617,2,1,1177,n/a
11621,2,1,2464,n/a
11633,2,1,1205,n/a
11657,2,1,527,n/a
11677,2,1,878,n/a
11681,2,1,1500,n/a
11689,2,1,983,n/a
11699,2,1,2311,n/a
11701,2,1,1628,n/a
,,,,multiply + maxCoeff
